Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2002,2,026,Atheist,0,30,307
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2003,1,370,Atheist,0,32,256
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2004,836,Atheist,0,56,397
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2005,876,Atheist,0,51,904
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2006,633,Atheist,6,39,552
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2007,413,Atheist,0,47,753
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2008,611,Atheist,0,64,734
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2009,338,Atheist,1,79,943
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2010,527,Atheist,0,71,362
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2011,392,Atheist,0,51,458
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2012,578,Atheist,6,66,292
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2013,678,Atheist,1,66,066
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2014,696,Atheist,6,72,820
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2015,1,168,Atheist,2,66,517
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2016,2,930,Atheist,0,96,874
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2017,806,Atheist,0,33,368
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2018,693,Atheist,0,15,735
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2002,2,026,Bahai,0,30,307
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2003,1,370,Bahai,11,32,256
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2004,836,Bahai,1,56,397
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2005,876,Bahai,0,51,904
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2006,633,Bahai,1,39,552
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2007,413,Bahai,0,47,753
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2008,611,Bahai,0,64,734
From: 01 Jan 2002,To: 18 Sep 2018,Afghanistan,CY 2009,338,Bahai,0,79,943
